,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Datetime,yr,mo,day
4288,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4289,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4290,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4291,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4292,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4293,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4294,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4295,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,6,0,2009-06-22,2009,6,22
4296,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,23,0,2009-06-22,2009,6,22
4297,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4298,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4299,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4300,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4301,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4302,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4303,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4304,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4305,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4306,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,14,0,2009-06-22,2009,6,22
4307,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-22,2009,6,22
4308,CULEX RESTUANS,T900,41.974689,-87.890615,13,0,2009-06-22,2009,6,22
4309,CULEX RESTUANS,T900,41.974689,-87.890615,19,0,2009-06-22,2009,6,22
4310,CULEX RESTUANS,T900,41.974689,-87.890615,7,0,2009-06-22,2009,6,22
4311,CULEX RESTUANS,T900,41.974689,-87.890615,27,0,2009-06-22,2009,6,22
4312,CULEX RESTUANS,T900,41.974689,-87.890615,10,0,2009-06-22,2009,6,22
4313,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,50,0,2009-06-22,2009,6,22
4314,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,50,0,2009-06-22,2009,6,22
4315,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,50,0,2009-06-22,2009,6,22
4316,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,50,0,2009-06-22,2009,6,22
4317,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,50,0,2009-06-22,2009,6,22
4318,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,31,0,2009-06-22,2009,6,22
4319,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,50,0,2009-06-22,2009,6,22
4320,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,50,0,2009-06-22,2009,6,22
4321,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,50,0,2009-06-22,2009,6,22
4322,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,50,0,2009-06-22,2009,6,22
4323,CULEX RESTUANS,T903,41.957799,-87.930995,39,0,2009-06-22,2009,6,22
4324,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,12,0,2009-06-26,2009,6,26
4325,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,50,0,2009-06-26,2009,6,26
4326,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,50,0,2009-06-26,2009,6,26
4327,CULEX RESTUANS,T002,41.95469,-87.800991,6,0,2009-06-26,2009,6,26
4328,CULEX PIPIENS,T002,41.95469,-87.800991,1,0,2009-06-26,2009,6,26
4329,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,13,0,2009-06-26,2009,6,26
4330,CULEX RESTUANS,T046,41.891118,-87.65449100000001,8,0,2009-06-26,2009,6,26
4331,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,37,0,2009-06-26,2009,6,26
4332,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,47,0,2009-06-26,2009,6,26
4333,CULEX RESTUANS,T048,41.867108,-87.654224,23,0,2009-06-26,2009,6,26
4334,CULEX PIPIENS,T048,41.867108,-87.654224,4,0,2009-06-26,2009,6,26
4335,CULEX SALINARIUS,T048,41.867108,-87.654224,5,0,2009-06-26,2009,6,26
4336,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,5,0,2009-06-26,2009,6,26
4337,CULEX RESTUANS,T049,41.896282,-87.655232,1,0,2009-06-26,2009,6,26
4338,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,1,0,2009-06-26,2009,6,26
4339,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,23,0,2009-06-26,2009,6,26
4340,CULEX RESTUANS,T094,41.720848,-87.666014,15,0,2009-06-26,2009,6,26
4341,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,9,0,2009-06-26,2009,6,26
4342,CULEX RESTUANS,T148,42.01743,-87.68776899999999,2,0,2009-06-26,2009,6,26
4343,CULEX PIPIENS,T148,42.01743,-87.68776899999999,2,0,2009-06-26,2009,6,26
4344,CULEX PIPIENS/RESTUANS,T153,41.907645,-87.760886,5,0,2009-06-26,2009,6,26
4345,CULEX RESTUANS,T153,41.907645,-87.760886,10,0,2009-06-26,2009,6,26
4346,CULEX PIPIENS,T153,41.907645,-87.760886,2,0,2009-06-26,2009,6,26
4347,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,9,0,2009-06-26,2009,6,26
4348,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,9,0,2009-06-26,2009,6,26
4349,CULEX RESTUANS,T011,41.944869,-87.832763,6,0,2009-06-26,2009,6,26
4350,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,11,0,2009-06-26,2009,6,26
4351,CULEX RESTUANS,T016,42.011601,-87.81150600000001,16,0,2009-06-26,2009,6,26
4352,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,9,0,2009-06-26,2009,6,26
4353,CULEX RESTUANS,T028,41.986921,-87.689778,17,0,2009-06-26,2009,6,26
4354,CULEX RESTUANS,T031,41.801497999999995,-87.763416,1,0,2009-06-26,2009,6,26
4355,CULEX PIPIENS,T031,41.801497999999995,-87.763416,2,0,2009-06-26,2009,6,26
4356,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,1,0,2009-06-26,2009,6,26
4357,CULEX RESTUANS,T089,41.723195000000004,-87.64997,4,0,2009-06-26,2009,6,26
4358,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,3,0,2009-06-26,2009,6,26
4359,CULEX RESTUANS,T090,41.868077,-87.666901,5,0,2009-06-26,2009,6,26
4360,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,4,0,2009-06-26,2009,6,26
4361,CULEX RESTUANS,T135,41.662014,-87.72460799999999,3,0,2009-06-26,2009,6,26
4362,CULEX PIPIENS/RESTUANS,T145,41.878114000000004,-87.629798,1,0,2009-06-26,2009,6,26
4363,CULEX RESTUANS,T145,41.878114000000004,-87.629798,2,0,2009-06-26,2009,6,26
4364,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,2,0,2009-06-26,2009,6,26
4365,CULEX RESTUANS,T147,41.932094,-87.700117,3,0,2009-06-26,2009,6,26
4366,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,2,0,2009-06-26,2009,6,26
4367,CULEX RESTUANS,T151,41.916265,-87.800515,1,0,2009-06-26,2009,6,26
4368,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,9,0,2009-06-26,2009,6,26
4369,CULEX RESTUANS,T152,41.846075,-87.716277,2,0,2009-06-26,2009,6,26
4370,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,4,0,2009-06-26,2009,6,26
4371,CULEX RESTUANS,T158,41.682587,-87.707973,1,0,2009-06-26,2009,6,26
4372,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,13,0,2009-06-26,2009,6,26
4373,CULEX RESTUANS,T220,41.963976,-87.69181,12,0,2009-06-26,2009,6,26
4374,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,8,0,2009-06-26,2009,6,26
4375,CULEX RESTUANS,T003,41.964242,-87.757639,10,0,2009-06-26,2009,6,26
4376,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,46,0,2009-06-26,2009,6,26
4377,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,21,0,2009-06-26,2009,6,26
4378,CULEX RESTUANS,T008,42.008314,-87.77792099999999,14,0,2009-06-26,2009,6,26
4379,CULEX PIPIENS,T008,42.008314,-87.77792099999999,1,0,2009-06-26,2009,6,26
4380,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,16,0,2009-06-26,2009,6,26
4381,CULEX RESTUANS,T012,41.991429,-87.747113,3,0,2009-06-26,2009,6,26
4382,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,6,0,2009-06-26,2009,6,26
4383,CULEX RESTUANS,T047,41.868142,-87.696269,4,0,2009-06-26,2009,6,26
4384,CULEX SALINARIUS,T047,41.868142,-87.696269,2,0,2009-06-26,2009,6,26
4385,CULEX RESTUANS,T018,42.010412,-87.66214000000001,2,0,2009-06-26,2009,6,26
4386,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,1,0,2009-06-26,2009,6,26
4387,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,15,0,2009-06-26,2009,6,26
4388,CULEX RESTUANS,T144,41.94016,-87.794896,3,0,2009-06-26,2009,6,26
4389,CULEX SALINARIUS,T144,41.94016,-87.794896,1,0,2009-06-26,2009,6,26
4390,CULEX TERRITANS,T144,41.94016,-87.794896,1,0,2009-06-26,2009,6,26
4391,CULEX PIPIENS/RESTUANS,T017,41.960615999999995,-87.777189,4,0,2009-06-26,2009,6,26
4392,CULEX RESTUANS,T017,41.960615999999995,-87.777189,1,0,2009-06-26,2009,6,26
4393,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.70373599999999,3,0,2009-06-26,2009,6,26
4394,CULEX PIPIENS/RESTUANS,T039,41.911823999999996,-87.726737,1,0,2009-06-26,2009,6,26
4395,CULEX RESTUANS,T061,41.801179,-87.679447,1,0,2009-06-26,2009,6,26
4396,CULEX PIPIENS/RESTUANS,T065,41.778296999999995,-87.752411,1,0,2009-06-26,2009,6,26
4397,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,22,0,2009-06-26,2009,6,26
4398,CULEX RESTUANS,T066,41.77166,-87.703047,14,0,2009-06-26,2009,6,26
4399,CULEX RESTUANS,T069,41.768388,-87.678649,4,0,2009-06-26,2009,6,26
4400,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,1,0,2009-06-26,2009,6,26
4401,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.66634300000001,4,0,2009-06-26,2009,6,26
4402,CULEX RESTUANS,T074,41.822536,-87.66634300000001,6,0,2009-06-26,2009,6,26
4403,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,1,0,2009-06-26,2009,6,26
4404,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,4,0,2009-06-26,2009,6,26
4405,CULEX PIPIENS,T083,41.754292,-87.590773,1,0,2009-06-26,2009,6,26
4406,CULEX RESTUANS,T114,41.798697,-87.736812,5,0,2009-06-26,2009,6,26
4407,CULEX RESTUANS,T155,41.776156,-87.778927,1,0,2009-06-26,2009,6,26
4408,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,3,0,2009-06-26,2009,6,26
4409,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,1,0,2009-06-26,2009,6,26
4410,CULEX RESTUANS,T115,41.673408,-87.599862,4,0,2009-06-26,2009,6,26
4411,CULEX PIPIENS,T115,41.673408,-87.599862,1,0,2009-06-26,2009,6,26
4412,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.56566600000001,3,0,2009-06-26,2009,6,26
4413,CULEX RESTUANS,T128,41.704572,-87.56566600000001,1,0,2009-06-26,2009,6,26
4414,CULEX PIPIENS/RESTUANS,T009,41.992478000000006,-87.862995,18,0,2009-06-26,2009,6,26
4415,CULEX PIPIENS/RESTUANS,T009,41.992478000000006,-87.862995,50,0,2009-06-26,2009,6,26
4416,CULEX RESTUANS,T009,41.992478000000006,-87.862995,6,0,2009-06-26,2009,6,26
4417,CULEX PIPIENS/RESTUANS,T138,41.726465000000005,-87.585413,7,0,2009-06-29,2009,6,29
4418,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,1,0,2009-06-29,2009,6,29
4419,CULEX RESTUANS,T209,41.740641,-87.546587,3,0,2009-06-29,2009,6,29
4420,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,1,0,2009-06-29,2009,6,29
4421,CULEX RESTUANS,T212,41.680946,-87.535198,3,0,2009-06-29,2009,6,29
4422,CULEX RESTUANS,T102,41.750498,-87.605294,1,0,2009-06-29,2009,6,29
4423,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.53869300000001,2,0,2009-06-29,2009,6,29
4424,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4425,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4426,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4427,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4428,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,45,0,2009-06-29,2009,6,29
4429,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,5,0,2009-06-29,2009,6,29
4430,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4431,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4432,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4433,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4434,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4435,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4436,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4437,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4438,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4439,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4440,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,36,0,2009-06-29,2009,6,29
4441,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-06-29,2009,6,29
4442,CULEX RESTUANS,T900,41.974689,-87.890615,17,0,2009-06-29,2009,6,29
4443,CULEX RESTUANS,T900,41.974689,-87.890615,8,0,2009-06-29,2009,6,29
4444,CULEX RESTUANS,T900,41.974689,-87.890615,11,0,2009-06-29,2009,6,29
4445,CULEX PIPIENS,T900,41.974689,-87.890615,3,0,2009-06-29,2009,6,29
4446,CULEX PIPIENS,T900,41.974689,-87.890615,3,0,2009-06-29,2009,6,29
4447,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,7,0,2009-06-29,2009,6,29
4448,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,3,0,2009-07-06,2009,7,6
4449,CULEX RESTUANS,T002,41.95469,-87.800991,12,0,2009-07-06,2009,7,6
4450,CULEX PIPIENS,T002,41.95469,-87.800991,1,0,2009-07-06,2009,7,6
4451,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,3,0,2009-07-06,2009,7,6
4452,CULEX RESTUANS,T046,41.891118,-87.65449100000001,3,0,2009-07-06,2009,7,6
4453,CULEX PIPIENS,T046,41.891118,-87.65449100000001,1,0,2009-07-06,2009,7,6
4454,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,49,0,2009-07-06,2009,7,6
4455,CULEX RESTUANS,T048,41.867108,-87.654224,18,0,2009-07-06,2009,7,6
4456,CULEX PIPIENS,T048,41.867108,-87.654224,3,0,2009-07-06,2009,7,6
4457,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,2,0,2009-07-06,2009,7,6
4458,CULEX RESTUANS,T049,41.896282,-87.655232,3,0,2009-07-06,2009,7,6
4459,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,11,0,2009-07-06,2009,7,6
4460,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,3,0,2009-07-06,2009,7,6
4461,CULEX RESTUANS,T054,41.921965,-87.632085,1,0,2009-07-06,2009,7,6
4462,CULEX RESTUANS,T054,41.921965,-87.632085,2,0,2009-07-06,2009,7,6
4463,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,9,0,2009-07-06,2009,7,6
4464,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,6,0,2009-07-06,2009,7,6
4465,CULEX RESTUANS,T148,42.01743,-87.68776899999999,3,0,2009-07-06,2009,7,6
4466,CULEX PIPIENS,T148,42.01743,-87.68776899999999,1,0,2009-07-06,2009,7,6
4467,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,6,0,2009-07-06,2009,7,6
4468,CULEX RESTUANS,T159,41.732984,-87.649642,2,0,2009-07-06,2009,7,6
4469,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,5,0,2009-07-06,2009,7,6
4470,CULEX RESTUANS,T011,41.944869,-87.832763,10,0,2009-07-06,2009,7,6
4471,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,6,0,2009-07-06,2009,7,6
4472,CULEX RESTUANS,T016,42.011601,-87.81150600000001,16,0,2009-07-06,2009,7,6
4473,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,14,0,2009-07-06,2009,7,6
4474,CULEX RESTUANS,T028,41.986921,-87.689778,7,0,2009-07-06,2009,7,6
4475,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,7,0,2009-07-06,2009,7,6
4476,CULEX RESTUANS,T031,41.801497999999995,-87.763416,2,0,2009-07-06,2009,7,6
4477,CULEX PIPIENS/RESTUANS,T089,41.723195000000004,-87.64997,3,0,2009-07-06,2009,7,6
4478,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,7,0,2009-07-06,2009,7,6
4479,CULEX RESTUANS,T090,41.868077,-87.666901,8,0,2009-07-06,2009,7,6
4480,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,2,0,2009-07-06,2009,7,6
4481,CULEX RESTUANS,T135,41.662014,-87.72460799999999,8,0,2009-07-06,2009,7,6
4482,CULEX PIPIENS,T135,41.662014,-87.72460799999999,2,0,2009-07-06,2009,7,6
4483,CULEX RESTUANS,T145,41.878114000000004,-87.629798,1,0,2009-07-06,2009,7,6
4484,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,3,0,2009-07-06,2009,7,6
4485,CULEX RESTUANS,T147,41.932094,-87.700117,1,0,2009-07-06,2009,7,6
4486,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,2,0,2009-07-06,2009,7,6
4487,CULEX TERRITANS,T151,41.916265,-87.800515,1,0,2009-07-06,2009,7,6
4488,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,4,0,2009-07-06,2009,7,6
4489,CULEX RESTUANS,T152,41.846075,-87.716277,1,0,2009-07-06,2009,7,6
4490,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,5,0,2009-07-06,2009,7,6
4491,CULEX RESTUANS,T158,41.682587,-87.707973,6,0,2009-07-06,2009,7,6
4492,CULEX RESTUANS,T218,41.948167,-87.730698,7,0,2009-07-06,2009,7,6
4493,CULEX PIPIENS,T218,41.948167,-87.730698,1,0,2009-07-06,2009,7,6
4494,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,10,0,2009-07-06,2009,7,6
4495,CULEX PIPIENS,T220,41.963976,-87.69181,3,0,2009-07-06,2009,7,6
4496,CULEX RESTUANS,T003,41.964242,-87.757639,13,0,2009-07-06,2009,7,6
4497,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,2,0,2009-07-06,2009,7,6
4498,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,5,0,2009-07-06,2009,7,6
4499,CULEX RESTUANS,T012,41.991429,-87.747113,5,0,2009-07-06,2009,7,6
4500,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,8,0,2009-07-06,2009,7,6
4501,CULEX RESTUANS,T047,41.868142,-87.696269,2,0,2009-07-06,2009,7,6
4502,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,4,0,2009-07-06,2009,7,6
4503,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,2,0,2009-07-06,2009,7,6
4504,CULEX RESTUANS,T144,41.94016,-87.794896,28,0,2009-07-06,2009,7,6
4505,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.68826700000001,24,0,2009-07-06,2009,7,6
4506,CULEX RESTUANS,T160,41.903002,-87.68826700000001,5,0,2009-07-06,2009,7,6
4507,CULEX PIPIENS/RESTUANS,T017,41.960615999999995,-87.777189,3,0,2009-07-06,2009,7,6
4508,CULEX PIPIENS,T017,41.960615999999995,-87.777189,1,0,2009-07-06,2009,7,6
4509,CULEX SALINARIUS,T017,41.960615999999995,-87.777189,1,0,2009-07-06,2009,7,6
4510,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.70373599999999,8,0,2009-07-06,2009,7,6
4511,CULEX RESTUANS,T095,41.704336,-87.70373599999999,14,0,2009-07-06,2009,7,6
4512,CULEX PIPIENS/RESTUANS,T039,41.911823999999996,-87.726737,1,0,2009-07-06,2009,7,6
4513,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,2,0,2009-07-06,2009,7,6
4514,CULEX RESTUANS,T061,41.801179,-87.679447,2,0,2009-07-06,2009,7,6
4515,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188000000001,1,0,2009-07-06,2009,7,6
4516,CULEX RESTUANS,T065,41.778296999999995,-87.752411,1,0,2009-07-06,2009,7,6
4517,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,10,0,2009-07-06,2009,7,6
4518,CULEX RESTUANS,T066,41.77166,-87.703047,5,0,2009-07-06,2009,7,6
4519,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,3,0,2009-07-06,2009,7,6
4520,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.66634300000001,7,0,2009-07-06,2009,7,6
4521,CULEX RESTUANS,T074,41.822536,-87.66634300000001,6,0,2009-07-06,2009,7,6
4522,CULEX PIPIENS,T074,41.822536,-87.66634300000001,3,0,2009-07-06,2009,7,6
4523,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,1,0,2009-07-06,2009,7,6
4524,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,1,0,2009-07-06,2009,7,6
4525,CULEX RESTUANS,T081,41.821582,-87.62779599999999,1,0,2009-07-06,2009,7,6
4526,CULEX PIPIENS/RESTUANS,T082,41.803422999999995,-87.642984,4,0,2009-07-06,2009,7,6
4527,CULEX RESTUANS,T082,41.803422999999995,-87.642984,1,0,2009-07-06,2009,7,6
4528,CULEX PIPIENS,T082,41.803422999999995,-87.642984,1,0,2009-07-06,2009,7,6
4529,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,6,0,2009-07-06,2009,7,6
4530,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,4,0,2009-07-06,2009,7,6
4531,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,5,0,2009-07-06,2009,7,6
4532,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,12,0,2009-07-06,2009,7,6
4533,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,13,0,2009-07-06,2009,7,6
4534,CULEX RESTUANS,T115,41.673408,-87.599862,6,0,2009-07-06,2009,7,6
4535,CULEX TERRITANS,T115,41.673408,-87.599862,1,0,2009-07-06,2009,7,6
4536,CULEX PIPIENS/RESTUANS,T138,41.726465000000005,-87.585413,1,0,2009-07-06,2009,7,6
4537,CULEX RESTUANS,T138,41.726465000000005,-87.585413,1,0,2009-07-06,2009,7,6
4538,CULEX PIPIENS,T138,41.726465000000005,-87.585413,2,0,2009-07-06,2009,7,6
4539,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,6,0,2009-07-06,2009,7,6
4540,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,3,0,2009-07-06,2009,7,6
4541,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,7,0,2009-07-06,2009,7,6
4542,CULEX RESTUANS,T212,41.680946,-87.535198,3,0,2009-07-06,2009,7,6
4543,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.56566600000001,2,0,2009-07-06,2009,7,6
4544,CULEX RESTUANS,T128,41.704572,-87.56566600000001,1,0,2009-07-06,2009,7,6
4545,CULEX PIPIENS,T128,41.704572,-87.56566600000001,1,0,2009-07-06,2009,7,6
4546,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,9,0,2009-07-06,2009,7,6
4547,CULEX RESTUANS,T009,41.992478000000006,-87.862995,9,0,2009-07-06,2009,7,6
4548,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,39,0,2009-07-06,2009,7,6
4549,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,12,0,2009-07-06,2009,7,6
4550,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,15,0,2009-07-06,2009,7,6
4551,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,50,0,2009-07-06,2009,7,6
4552,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,2,0,2009-07-06,2009,7,6
4553,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,13,0,2009-07-06,2009,7,6
4554,CULEX RESTUANS,T900,41.974689,-87.890615,10,0,2009-07-06,2009,7,6
4555,CULEX RESTUANS,T900,41.974689,-87.890615,11,0,2009-07-06,2009,7,6
4556,CULEX RESTUANS,T900,41.974689,-87.890615,3,0,2009-07-06,2009,7,6
4557,CULEX PIPIENS,T900,41.974689,-87.890615,5,0,2009-07-06,2009,7,6
4558,CULEX PIPIENS,T900,41.974689,-87.890615,4,0,2009-07-06,2009,7,6
4559,CULEX PIPIENS,T900,41.974689,-87.890615,4,0,2009-07-06,2009,7,6
4560,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,29,0,2009-07-10,2009,7,10
4561,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,50,0,2009-07-10,2009,7,10
