,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Datetime,yr,mo,day
974,1,68,60,64,-6,61,62,0.0,0.22,29.18,29.93,3.4,2,5.7,2009-08-28,2009,8,28
976,1,69,56,63,-7,51,56,0.0,0.02,29.18,29.89,11.4,31,11.8,2009-08-29,2009,8,29
978,1,66,51,59,-11,47,52,0.0,0.00,29.44,30.14,8.2,1,9.3,2009-08-30,2009,8,30
980,1,68,49,59,-10,44,52,0.0,0.00,29.55,30.27,4.8,3,6.0,2009-08-31,2009,8,31
982,1,72,47,60,-8,47,53,0.0,0.00,29.57,30.31,3.3,4,3.4,2009-09-01,2009,9,1
984,1,73,50,62,-6,50,56,0.0,0.00,29.51,30.25,4.1,6,5.1,2009-09-02,2009,9,2
986,1,75,56,66,-2,54,59,0.0,0.00,29.42,30.16,4.7,5,6.0,2009-09-03,2009,9,3
988,1,75,54,65,-3,54,59,0.0,0.00,29.44,30.15,3.6,4,4.1,2009-09-04,2009,9,4
990,1,78,54,66,-1,57,61,0.0,0.00,29.49,30.21,4.3,4,5.3,2009-09-05,2009,9,5
992,1,77,61,69, 2,59,63,0.0,0.03,29.47,30.19,4.2,5,5.3,2009-09-06,2009,9,6
994,1,77,59,68, 1,59,62,0.0,0.00,29.39,M,5.8,3,4.0,2009-09-07,2009,9,7
996,1,78,60,69, 3,60,63,0.0,0.00,29.36,30.07,6.6,3,7.3,2009-09-08,2009,9,8
998,1,78,65,72, 6,63,65,0.0,0.00,29.42,30.14,6.1,6,6.9,2009-09-09,2009,9,9
1000,1,81,64,73, 7,62,65,0.0,0.00,29.48,30.20,6.0,6,6.8,2009-09-10,2009,9,10
1002,1,80,61,71, 6,59,63,0.0,0.00,29.44,30.17,5.1,7,5.6,2009-09-11,2009,9,11
1004,1,79,58,69, 4,60,63,0.0,0.00,29.41,30.14,3.7,3,4.8,2009-09-12,2009,9,12
1006,1,80,58,69, 4,54,60,0.0,0.00,29.39,30.12,1.5,7,3.0,2009-09-13,2009,9,13
1008,1,84,58,71, 7,55,61,0.0,0.00,29.34,30.07,0.1,33,2.1,2009-09-14,2009,9,14
1010,1,82,64,73, 9,59,63,0.0,0.00,29.36,30.07,6.2,2,7.8,2009-09-15,2009,9,15
1012,1,71,59,65, 1,54,59,0.0,0.00,29.49,30.20,11.0,5,11.4,2009-09-16,2009,9,16
1014,1,72,50,61,-3,52,56,0.0,0.00,29.45,30.18,3.4,5,4.2,2009-09-17,2009,9,17
1016,1,79,50,65, 1,55,59,0.0,0.00,29.46,30.18,5.1,2,6.4,2009-09-18,2009,9,18
1018,1,76,55,66, 3,55,59,0.0,0.00,29.48,30.21,3.2,10,5.9,2009-09-19,2009,9,19
1020,1,73,54,64, 2,56,60,0.0,0.75,29.28,30.04,6.4,7,7.9,2009-09-20,2009,9,20
1022,1,67,60,64, 2,59,61,0.0,  T,29.26,29.98,3.5,23,4.6,2009-09-21,2009,9,21
1024,1,77,59,68, 6,65,67,0.0,0.00,29.28,29.98,5.2,17,7.7,2009-09-22,2009,9,22
1026,1,76,62,69, 8,62,64,0.0,0.00,29.42,30.12,0.6,32,4.0,2009-09-23,2009,9,23
1028,1,73,64,69, 8,63,65,0.0,0.00,29.44,30.16,4.3,6,4.7,2009-09-24,2009,9,24
1030,1,70,60,65, 4,57,60,0.0,0.16,29.39,30.12,5.4,11,7.3,2009-09-25,2009,9,25
1032,1,69,55,62, 2,56,59,0.0,0.00,29.15,29.91,4.0,27,4.6,2009-09-26,2009,9,26
1034,1,74,50,62, 2,53,57,0.0,0.08,28.84,29.59,8.2,22,10.2,2009-09-27,2009,9,27
1036,1,62,49,56,-3,42,49,0.0,0.01,28.91,29.61,20.3,29,20.7,2009-09-28,2009,9,28
1038,1,60,48,54,-5,42,48,0.0,0.00,29.28,29.96,9.0,33,10.3,2009-09-29,2009,9,29
1040,1,62,47,55,-4,40,47,0.0,0.00,29.39,30.11,5.7,3,6.8,2009-09-30,2009,9,30
1042,1,59,41,50,-8,46,49,0.0,0.89,29.13,29.90,9.1,13,9.5,2009-10-01,2009,10,1
1044,1,56,47,52,-6,46,48,0.0,0.21,28.80,29.55,10.5,21,12.0,2009-10-02,2009,10,2
1046,1,57,47,52,-5,47,49,0.0,0.11,29.02,29.70,6.9,26,7.4,2009-10-03,2009,10,3
1048,1,60,45,53,-4,43,47,0.0,  T,29.28,29.98,9.0,28,9.2,2009-10-04,2009,10,4
1050,1,62,43,53,-4,42,47,0.0,0.00,29.29,30.03,1.8,8,5.4,2009-10-05,2009,10,5
1052,1,61,49,55,-1,47,51,0.0,0.03,28.90,29.65,8.8,24,14.9,2009-10-06,2009,10,6
1054,1,60,45,53,-3,39,46,0.0,0.00,29.24,29.95,9.2,26,10.8,2009-10-07,2009,10,7
1056,1,53,45,49,-7,46,48,0.0,0.12,29.18,29.92,3.3,21,4.8,2009-10-08,2009,10,8
1058,1,52,39,46,-9,43,45,0.0,0.46,29.21,29.93,9.4,34,10.0,2009-10-09,2009,10,9
1060,1,48,31,40,-15,30,35,0.0,0.00,29.49,30.21,7.4,28,7.7,2009-10-10,2009,10,10
1062,1,44,29,37,-17,22,32,0.0,0.00,29.60,30.35,1.5,33,5.0,2009-10-11,2009,10,11
1064,1,48,41,45,-9,36,41,0.0,0.02,29.44,30.18,0.6,19,3.8,2009-10-12,2009,10,12
1066,1,47,34,41,-12,32,38,0.0,0.00,29.60,30.35,8.5,1,10.0,2009-10-13,2009,10,13
1068,1,48,42,45,-8,36,41,0.0,0.03,29.40,30.17,11.0,9,11.5,2009-10-14,2009,10,14
1070,1,44,41,43,-10,38,40,0.0,0.29,29.26,30.00,8.2,6,9.1,2009-10-15,2009,10,15
1072,1,45,39,42,-10,36,39,  T,0.04,29.41,30.13,8.2,35,8.2,2009-10-16,2009,10,16
1074,1,52,36,44,-8,33,39,0.0,  T,29.57,30.30,8.0,34,8.2,2009-10-17,2009,10,17
1076,1,53,31,42,-9,33,39,0.0,0.00,29.49,30.25,6.1,21,6.9,2009-10-18,2009,10,18
1078,1,65,44,55, 4,41,47,0.0,0.00,29.25,30.00,11.4,21,11.5,2009-10-19,2009,10,19
1080,1,62,48,55, 5,48,52,0.0,0.03,29.31,30.03,4.0,19,5.3,2009-10-20,2009,10,20
1082,1,69,55,62,12,52,56,0.0,  T,29.25,29.99,11.4,21,11.5,2009-10-21,2009,10,21
1084,1,58,48,53, 3,48,50,0.0,1.03,29.18,29.94,8.4,5,13.0,2009-10-22,2009,10,22
1086,1,61,42,52, 3,49,50,0.0,0.89,28.73,29.48,6.2,18,16.2,2009-10-23,2009,10,23
1088,1,50,38,44,-5,37,40,0.0,0.04,29.03,29.73,8.3,26,8.9,2009-10-24,2009,10,24
1090,1,62,44,53, 5,45,49,0.0,0.27,29.26,29.96,5.5,19,6.9,2009-10-25,2009,10,25
1092,1,55,49,52, 4,48,49,0.0,0.11,29.28,30.02,4.9,21,7.5,2009-10-26,2009,10,26
1094,1,51,45,48, 0,45,47,0.0,0.06,29.19,29.94,4.4,5,6.5,2009-10-27,2009,10,27
1096,1,57,50,54, 7,49,51,0.0,0.00,29.28,29.99,3.1,14,4.3,2009-10-28,2009,10,28
1098,1,60,47,54, 7,50,52,0.0,0.60,29.21,29.98,12.5,14,12.7,2009-10-29,2009,10,29
1100,1,67,46,57,11,53,56,0.0,0.81,28.79,29.55,15.6,20,17.4,2009-10-30,2009,10,30
1102,1,46,35,41,-5,31,38,0.0,  T,29.18,29.86,11.1,26,11.5,2009-10-31,2009,10,31
1104,1,70,58,64,11,53,58,0.0,0.11,28.89,29.60,9.1,21,9.4,2010-05-01,2010,5,1
1106,1,69,53,61, 7,52,56,0.0,0.93,28.90,29.61,4.4,25,6.1,2010-05-02,2010,5,2
1108,1,72,50,61, 7,45,53,0.0,0.00,29.07,29.77,8.8,25,9.4,2010-05-03,2010,5,3
1110,1,79,50,65,11,44,54,0.0,0.00,29.05,29.77,13.9,21,14.2,2010-05-04,2010,5,4
1112,1,72,56,64, 9,37,51,0.0,  T,29.08,29.77,10.2,27,12.8,2010-05-05,2010,5,5
1114,1,63,46,55, 0,39,46,0.0,0.01,29.27,29.99,5.7,3,9.1,2010-05-06,2010,5,6
1116,1,59,45,52,-3,46,48,0.0,0.72,28.98,29.73,2.6,34,13.2,2010-05-07,2010,5,7
1118,1,50,42,46,-10,35,41,0.0,0.02,29.36,30.05,14.5,30,15.2,2010-05-08,2010,5,8
1120,1,58,38,48,-8,29,40,0.0,0.00,29.59,30.31,2.5,35,6.4,2010-05-09,2010,5,9
1122,1,58,41,50,-6,31,42,0.0,  T,29.47,30.24,13.5,11,14.2,2010-05-10,2010,5,10
1124,1,52,44,48,-9,46,47,0.0,0.97,29.16,29.90,5.6,9,9.9,2010-05-11,2010,5,11
1126,1,51,44,48,-9,45,46,0.0,0.12,29.36,30.10,8.9,6,10.4,2010-05-12,2010,5,12
1128,1,73,48,61, 3,53,55,0.0,1.49,29.23,29.93,4.8,25,12.3,2010-05-13,2010,5,13
1130,1,66,47,57,-1,44,50,0.0,0.00,29.46,30.17,10.9,26,11.2,2010-05-14,2010,5,14
1132,1,61,43,52,-6,42,48,0.0,0.00,29.53,30.26,4.1,4,5.8,2010-05-15,2010,5,15
1134,1,66,41,54,-5,43,49,0.0,0.00,29.44,30.18,9.7,5,10.1,2010-05-16,2010,5,16
1136,1,58,50,54,-5,42,48,0.0,0.01,29.29,30.04,9.6,3,9.8,2010-05-17,2010,5,17
1138,1,65,46,56,-4,40,48,0.0,0.00,29.26,29.99,9.1,3,9.8,2010-05-18,2010,5,18
1140,1,74,44,59,-1,39,51,0.0,0.00,29.31,30.02,5.7,4,6.4,2010-05-19,2010,5,19
1142,1,74,47,61, 0,49,55,0.0,0.05,29.29,30.02,6.8,13,7.8,2010-05-20,2010,5,20
1144,1,73,56,65, 4,58,60,0.0,0.21,29.15,29.88,4.6,10,6.3,2010-05-21,2010,5,21
1146,1,74,58,66, 5,59,61,0.0,0.00,29.23,29.94,3.4,12,5.4,2010-05-22,2010,5,22
1148,1,89,62,76,15,66,69,0.0,0.00,29.26,29.97,9.8,18,10.0,2010-05-23,2010,5,23
1150,1,91,70,81,19,67,72,0.0,0.00,29.33,30.03,6.6,14,8.2,2010-05-24,2010,5,24
1152,1,88,69,79,17,62,68,0.0,0.00,29.33,30.04,5.1,13,7.8,2010-05-25,2010,5,25
1154,1,87,66,77,15,63,68,0.0,  T,29.29,30.00,3.1,3,4.5,2010-05-26,2010,5,26
1156,1,77,61,69, 7,50,59,0.0,0.00,29.31,30.03,10.4,3,10.7,2010-05-27,2010,5,27
1158,1,79,57,68, 5,50,58,0.0,0.00,29.28,30.01,7.8,3,8.4,2010-05-28,2010,5,28
1160,1,86,59,73, 9,57,63,0.0,0.00,29.23,29.95,5.0,5,5.8,2010-05-29,2010,5,29
1162,1,91,61,76,12,59,66,0.0,0.00,29.16,29.88,4.6,18,5.9,2010-05-30,2010,5,30
1164,1,81,66,74,10,64,67,0.0,0.26,29.15,29.86,0.6,24,4.7,2010-05-31,2010,5,31
1166,1,85,63,74,10,62,67,0.0,0.00,29.10,29.84,5.1,19,6.0,2010-06-01,2010,6,1
1168,1,77,57,67, 3,61,64,0.0,1.02,29.00,29.71,3.6,34,8.7,2010-06-02,2010,6,2
1170,1,71,56,64, 0,46,55,0.0,0.00,29.10,29.81,6.7,4,7.8,2010-06-03,2010,6,3
1172,1,83,57,70, 6,60,65,0.0,0.00,29.00,29.73,7.8,22,9.8,2010-06-04,2010,6,4
1174,1,79,60,70, 5,65,67,0.0,0.15,28.95,29.66,5.0,23,7.8,2010-06-05,2010,6,5
1176,1,76,55,66, 0,55,59,0.0,  T,29.16,29.84,9.2,32,11.2,2010-06-06,2010,6,6
1178,1,70,54,62,-4,49,55,0.0,0.00,29.34,30.05,6.4,8,6.9,2010-06-07,2010,6,7
1180,1,67,58,63,-3,57,59,0.0,0.45,29.22,29.97,8.8,13,10.1,2010-06-08,2010,6,8
1182,1,83,65,74, 8,56,63,0.0,0.00,29.13,29.84,10.2,28,10.8,2010-06-09,2010,6,9
1184,1,77,58,68, 1,54,60,0.0,0.00,29.26,29.96,4.8,7,6.7,2010-06-10,2010,6,10
1186,1,89,64,77,10,67,71,0.0,0.02,29.18,29.89,8.8,19,10.5,2010-06-11,2010,6,11
1188,1,77,62,70, 2,63,65,0.0,0.34,29.25,29.96,3.9,4,8.1,2010-06-12,2010,6,12
1190,1,71,62,67,-1,62,64,0.0,0.25,29.26,29.98,3.5,9,5.0,2010-06-13,2010,6,13
1192,1,70,60,65,-3,61,62,0.0,  T,29.23,29.94,6.2,4,6.6,2010-06-14,2010,6,14
1194,1,79,60,70, 2,66,67,0.0,0.59,29.16,29.89,2.2,19,5.5,2010-06-15,2010,6,15
1196,1,82,63,73, 4,61,65,0.0,0.00,29.28,29.98,5.9,28,9.0,2010-06-16,2010,6,16
1198,1,84,64,74, 5,62,67,0.0,0.00,29.30,30.01,5.8,14,7.5,2010-06-17,2010,6,17
1200,1,90,67,79, 9,66,69,0.0,0.87,29.18,29.92,6.8,21,10.4,2010-06-18,2010,6,18
1202,1,85,66,76, 6,61,66,0.0,0.00,29.24,29.94,9.8,28,10.6,2010-06-19,2010,6,19
1204,1,81,64,73, 3,61,65,0.0,  T,29.34,30.04,3.8,8,4.7,2010-06-20,2010,6,20
1206,1,85,67,76, 6,66,69,0.0,0.22,29.26,29.97,5.6,16,8.4,2010-06-21,2010,6,21
1208,1,85,69,77, 7,68,71,0.0,0.00,29.28,29.98,5.9,23,6.9,2010-06-22,2010,6,22
1210,1,87,69,78, 8,70,71,0.0,0.87,29.16,29.89,10.2,22,11.5,2010-06-23,2010,6,23
1212,1,84,65,75, 4,60,65,0.0,0.00,29.33,30.03,5.4,32,8.7,2010-06-24,2010,6,24
1214,1,84,62,73, 2,62,67,0.0,0.00,29.28,30.00,6.4,20,7.3,2010-06-25,2010,6,25
1216,1,87,69,78, 7,66,70,0.0,0.85,29.10,29.83,1.0,11,6.7,2010-06-26,2010,6,26
1218,1,85,72,79, 8,70,73,0.0,0.54,28.90,29.62,7.4,24,9.1,2010-06-27,2010,6,27
1220,1,82,63,73, 2,59,65,0.0,0.00,29.08,29.76,9.4,31,11.3,2010-06-28,2010,6,28
1222,1,75,59,67,-4,53,59,0.0,0.00,29.41,30.09,6.2,4,7.5,2010-06-29,2010,6,29
1224,1,75,56,66,-6,50,57,0.0,0.00,29.54,30.25,3.7,4,6.0,2010-06-30,2010,6,30
1226,1,77,55,66,-6,48,57,0.0,0.00,29.59,30.33,5.0,9,5.5,2010-07-01,2010,7,1
1228,1,83,59,71,-1,53,61,0.0,0.00,29.47,30.20,7.9,19,8.1,2010-07-02,2010,7,2
1230,1,87,60,74, 2,56,63,0.0,0.00,29.31,30.04,8.5,20,9.0,2010-07-03,2010,7,3
1232,1,91,68,80, 8,66,71,0.0,0.00,29.20,29.91,10.2,22,10.5,2010-07-04,2010,7,4
1234,1,91,78,85,13,64,71,0.0,0.00,29.20,29.90,15.0,20,15.3,2010-07-05,2010,7,5
1236,1,90,73,82,10,69,73,0.0,0.37,29.26,29.96,8.4,22,9.0,2010-07-06,2010,7,6
1238,1,93,71,82,10,70,73,0.0,0.20,29.34,30.03,3.5,23,6.3,2010-07-07,2010,7,7
1240,1,88,73,81, 8,70,73,0.0,0.16,29.27,29.99,2.7,32,5.4,2010-07-08,2010,7,8
1242,1,88,70,79, 6,59,67,0.0,  T,29.26,29.98,6.3,36,7.5,2010-07-09,2010,7,9
1244,1,89,69,79, 6,61,68,0.0,0.00,29.23,29.95,6.3,28,8.0,2010-07-10,2010,7,10
1246,1,85,66,76, 3,63,67,0.0,0.79,29.08,29.81,5.6,23,7.8,2010-07-11,2010,7,11
1248,1,84,65,75, 2,65,68,0.0,  T,29.05,29.76,1.7,35,3.9,2010-07-12,2010,7,12
1250,1,84,70,77, 4,65,69,0.0,0.17,29.18,29.87,5.4,10,6.1,2010-07-13,2010,7,13
1252,1,90,70,80, 7,71,74,0.0,0.00,29.25,29.96,9.2,17,10.1,2010-07-14,2010,7,14
1254,1,90,71,81, 7,69,73,0.0,0.01,29.21,29.91,7.0,27,10.1,2010-07-15,2010,7,15
1256,1,90,67,79, 5,62,68,0.0,0.00,29.23,29.95,7.4,25,8.1,2010-07-16,2010,7,16
1258,1,93,71,82, 8,63,70,0.0,0.00,29.18,29.89,5.6,28,6.9,2010-07-17,2010,7,17
1260,1,92,72,82, 8,69,73,0.0,0.01,29.10,29.82,7.0,25,9.7,2010-07-18,2010,7,18
1262,1,84,69,77, 3,66,70,0.0,0.01,29.18,29.89,2.3,24,4.9,2010-07-19,2010,7,19
1264,1,86,68,77, 3,68,70,0.0,  T,29.21,29.92,5.4,23,7.2,2010-07-20,2010,7,20
1266,1,91,72,82, 8,65,70,0.0,0.00,29.29,30.00,4.7,31,6.8,2010-07-21,2010,7,21
1268,1,90,69,80, 6,71,74,0.0,0.01,29.16,29.89,10.8,20,11.9,2010-07-22,2010,7,22
1270,1,94,70,82, 8,71,74,0.0,2.79,29.15,29.85,11.2,24,11.8,2010-07-23,2010,7,23
1272,1,87,69,78, 4,71,73,0.0,3.64,29.16,29.86,2.6,28,8.9,2010-07-24,2010,7,24
1274,1,81,66,74, 0,59,65,0.0,0.00,29.36,30.06,8.7,2,9.2,2010-07-25,2010,7,25
1276,1,84,61,73,-1,62,67,0.0,0.00,29.38,30.09,4.5,12,5.2,2010-07-26,2010,7,26
1278,1,88,68,78, 4,67,71,0.0,0.00,29.28,30.01,5.6,21,6.4,2010-07-27,2010,7,27
1280,1,88,73,81, 7,71,74,0.0,0.00,29.24,29.94,6.8,28,9.3,2010-07-28,2010,7,28
1282,1,82,67,75, 1,58,65,0.0,0.00,29.36,30.07,6.0,5,7.0,2010-07-29,2010,7,29
1284,1,80,69,75, 1,60,65,0.0,  T,29.25,29.98,5.5,17,6.1,2010-07-30,2010,7,30
1286,1,80,65,73,-1,64,67,0.0,0.68,29.14,29.86,3.6,13,5.8,2010-07-31,2010,7,31
1288,1,86,65,76, 3,65,68,0.0,0.00,29.23,29.94,2.4,13,4.1,2010-08-01,2010,8,1
1290,1,84,67,76, 3,67,70,0.0,  T,29.26,29.96,6.3,21,6.8,2010-08-02,2010,8,2
1292,1,86,66,76, 3,71,73,0.0,0.28,29.20,29.91,2.6,21,3.3,2010-08-03,2010,8,3
1294,1,83,71,77, 4,72,73,0.0,0.48,29.15,29.85,4.1,27,4.9,2010-08-04,2010,8,4
1296,1,83,68,76, 3,62,67,0.0,0.00,29.13,29.84,10.6,29,10.9,2010-08-05,2010,8,5
1298,1,82,64,73, 0,59,64,0.0,0.00,29.22,29.93,6.3,29,6.5,2010-08-06,2010,8,6
1300,1,83,62,73, 0,64,68,0.0,0.00,29.20,29.92,7.6,23,8.0,2010-08-07,2010,8,7
1302,1,87,69,78, 5,67,70,0.0,0.08,29.13,29.86,9.3,22,9.9,2010-08-08,2010,8,8
1304,1,88,72,80, 7,71,74,0.0,0.15,29.20,29.90,4.1,24,7.1,2010-08-09,2010,8,9
1306,1,89,75,82, 9,71,74,0.0,0.00,29.23,29.93,4.4,7,4.9,2010-08-10,2010,8,10
1308,1,90,75,83,10,70,74,0.0,0.00,29.13,29.84,4.2,28,6.0,2010-08-11,2010,8,11
1310,1,92,74,83,10,70,74,0.0,0.00,29.13,29.83,3.3,10,5.7,2010-08-12,2010,8,12
1312,1,92,73,83,10,70,74,0.0,0.25,29.07,29.78,7.2,18,7.6,2010-08-13,2010,8,13
1314,1,88,72,80, 8,69,73,0.0,  T,29.11,29.82,3.6,25,5.0,2010-08-14,2010,8,14
1316,1,83,66,75, 3,62,67,0.0,0.00,29.21,29.90,8.1,29,8.8,2010-08-15,2010,8,15
1318,1,80,63,72, 0,54,62,0.0,0.00,29.31,30.01,8.6,28,9.3,2010-08-16,2010,8,16
1320,1,79,64,72, 0,57,63,0.0,0.03,29.36,30.07,4.5,30,6.1,2010-08-17,2010,8,17
1322,1,84,63,74, 2,61,66,0.0,0.05,29.29,30.02,1.5,20,3.5,2010-08-18,2010,8,18
1324,1,88,66,77, 6,65,69,0.0,0.00,29.18,29.91,4.6,21,5.0,2010-08-19,2010,8,19
1326,1,92,71,82,11,68,72,0.0,0.03,29.11,29.81,10.5,19,11.2,2010-08-20,2010,8,20
1328,1,86,71,79, 8,69,72,0.0,0.45,29.13,29.83,2.6,33,6.0,2010-08-21,2010,8,21
1330,1,81,68,75, 4,64,67,0.0,0.00,29.35,30.05,7.9,3,8.5,2010-08-22,2010,8,22
1332,1,80,65,73, 2,63,67,0.0,0.00,29.34,30.06,6.0,4,7.3,2010-08-23,2010,8,23
1334,1,84,64,74, 3,62,66,0.0,  T,29.29,30.02,1.2,4,5.8,2010-08-24,2010,8,24
1336,1,79,61,70, 0,51,59,0.0,0.00,29.38,30.08,9.8,32,10.3,2010-08-25,2010,8,25
1338,1,79,59,69,-1,52,59,0.0,0.00,29.44,30.16,0.8,6,5.2,2010-08-26,2010,8,26
1340,1,86,59,73, 3,56,63,0.0,0.00,29.39,30.11,8.6,21,9.0,2010-08-27,2010,8,27
1342,1,88,65,77, 7,54,63,0.0,0.00,29.36,30.08,10.5,19,10.8,2010-08-28,2010,8,28
1344,1,94,71,83,13,66,71,0.0,0.00,29.39,30.10,10.6,19,11.4,2010-08-29,2010,8,29
1346,1,88,74,81,11,67,72,0.0,0.00,29.39,30.13,14.1,19,14.5,2010-08-30,2010,8,30
1348,1,93,75,84,15,68,73,0.0,0.00,29.28,30.01,14.7,20,15.0,2010-08-31,2010,8,31
1350,1,81,71,76, 8,68,70,0.0,0.17,29.21,29.91,6.2,23,7.3,2010-09-01,2010,9,1
1352,1,83,65,74, 6,68,70,0.0,1.55,29.09,29.81,5.6,21,6.9,2010-09-02,2010,9,2
1354,1,70,56,63,-5,52,57,0.0,  T,29.11,29.82,15.3,28,15.7,2010-09-03,2010,9,3
1356,1,68,51,60,-8,44,51,0.0,  T,29.25,29.96,11.3,29,11.9,2010-09-04,2010,9,4
1358,1,76,49,63,-4,50,56,0.0,  T,29.21,29.95,7.9,20,9.0,2010-09-05,2010,9,5
1360,1,82,66,74, 7,52,61,0.0,  T,29.12,29.83,14.2,20,14.9,2010-09-06,2010,9,6
1362,1,77,58,68, 1,49,58,0.0,0.00,29.21,29.90,17.4,25,18.8,2010-09-07,2010,9,7
1364,1,71,51,61,-5,48,54,0.0,0.00,29.39,30.09,3.9,32,6.5,2010-09-08,2010,9,8
1366,1,67,50,59,-7,49,54,0.0,0.00,29.36,30.09,5.7,3,6.5,2010-09-09,2010,9,9
1368,1,72,55,64,-2,51,58,0.0,0.00,29.24,29.98,8.3,9,9.4,2010-09-10,2010,9,10
1370,1,75,58,67, 2,55,59,0.0,0.24,29.15,29.87,1.9,24,9.4,2010-09-11,2010,9,11
1372,1,83,54,69, 4,51,59,0.0,0.00,29.29,30.00,7.5,26,7.9,2010-09-12,2010,9,12
1374,1,82,57,70, 5,50,59,0.0,0.00,29.29,30.01,4.9,31,6.1,2010-09-13,2010,9,13
1376,1,77,54,66, 2,49,57,0.0,0.00,29.38,30.10,3.8,5,4.9,2010-09-14,2010,9,14
1378,1,75,59,67, 3,54,60,0.0,  T,29.25,30.01,7.6,12,9.1,2010-09-15,2010,9,15
1380,1,69,53,61,-3,56,59,0.0,0.16,29.19,29.88,6.6,33,11.4,2010-09-16,2010,9,16
1382,1,74,49,62,-2,50,56,0.0,0.00,29.36,30.07,3.8,19,4.5,2010-09-17,2010,9,17
1384,1,65,58,62,-2,55,58,0.0,0.35,29.42,30.13,3.9,3,6.5,2010-09-18,2010,9,18
1386,1,67,55,61,-2,49,55,0.0,  T,29.46,30.18,7.1,4,7.9,2010-09-19,2010,9,19
1388,1,75,62,69, 7,60,63,0.0,  T,29.29,30.04,4.5,12,6.6,2010-09-20,2010,9,20
1390,1,88,68,78,16,64,68,0.0,0.05,29.16,29.87,10.8,22,11.6,2010-09-21,2010,9,21
1392,1,74,63,69, 7,61,63,0.0,0.00,29.31,30.02,2.8,6,6.0,2010-09-22,2010,9,22
1394,1,89,65,77,16,62,68,0.0,0.00,29.15,29.88,16.6,20,17.1,2010-09-23,2010,9,23
1396,1,80,56,68, 7,54,59,0.0,0.26,29.18,29.88,15.6,25,17.3,2010-09-24,2010,9,24
1398,1,60,52,56,-5,43,49,0.0,0.00,29.40,30.11,6.8,36,8.9,2010-09-25,2010,9,25
1400,1,60,50,55,-5,45,49,0.0,  T,29.40,30.13,9.5,2,10.1,2010-09-26,2010,9,26
1402,1,65,48,57,-3,45,50,0.0,0.00,29.18,29.95,1.4,2,4.9,2010-09-27,2010,9,27
1404,1,71,46,59, 0,45,52,0.0,0.00,29.07,29.80,2.5,2,3.7,2010-09-28,2010,9,28
1406,1,75,52,64, 5,48,55,0.0,0.00,29.09,29.81,5.4,22,5.7,2010-09-29,2010,9,29
1408,1,74,52,63, 4,49,55,0.0,0.00,29.23,29.93,8.3,36,9.3,2010-09-30,2010,9,30
1410,1,73,48,61, 3,44,52,0.0,0.08,29.31,30.04,4.2,29,6.2,2010-10-01,2010,10,1
1412,1,57,45,51,-7,41,46,0.0,0.26,29.47,30.18,15.2,36,15.4,2010-10-02,2010,10,2
1414,1,56,42,49,-8,39,44,0.0,0.08,29.64,30.36,10.3,1,11.3,2010-10-03,2010,10,3
1416,1,60,38,49,-8,39,45,0.0,0.00,29.65,30.38,2.4,2,3.6,2010-10-04,2010,10,4
1418,1,68,39,54,-3,38,46,0.0,0.00,29.59,30.33,1.3,32,3.5,2010-10-05,2010,10,5
1420,1,78,46,62, 6,44,53,0.0,0.00,29.33,30.07,7.0,28,7.9,2010-10-06,2010,10,6
1422,1,76,49,63, 7,39,50,0.0,0.00,29.36,30.08,5.8,30,6.2,2010-10-07,2010,10,7
1424,1,79,48,64, 8,40,52,0.0,0.00,29.31,30.03,7.0,24,7.3,2010-10-08,2010,10,8
1426,1,86,55,71,16,52,59,0.0,0.00,29.25,29.98,2.5,24,3.6,2010-10-09,2010,10,9
1428,1,84,57,71,16,50,59,0.0,0.00,29.16,29.89,4.0,25,4.1,2010-10-10,2010,10,10
1430,1,82,54,68,14,52,58,0.0,0.00,29.12,29.83,2.2,3,4.0,2010-10-11,2010,10,11
1432,1,76,52,64,10,54,58,0.0,0.00,29.21,29.92,3.3,6,3.9,2010-10-12,2010,10,12
1434,1,66,47,57, 4,46,52,0.0,0.10,29.35,30.06,7.2,35,8.6,2010-10-13,2010,10,13
1436,1,66,43,55, 2,32,45,0.0,0.00,29.21,29.96,7.2,27,9.2,2010-10-14,2010,10,14
1438,1,63,44,54, 1,41,47,0.0,0.00,29.34,30.06,6.4,1,8.1,2010-10-15,2010,10,15
1440,1,71,40,56, 4,39,48,0.0,0.00,29.31,30.04,8.0,23,9.1,2010-10-16,2010,10,16
1442,1,65,47,56, 4,36,46,0.0,0.00,29.35,30.08,3.7,1,5.4,2010-10-17,2010,10,17
1444,1,61,43,52, 1,40,47,0.0,0.00,29.29,30.02,5.0,4,6.2,2010-10-18,2010,10,18
1446,1,60,39,50,-1,35,43,0.0,0.00,29.23,29.98,6.1,27,7.2,2010-10-19,2010,10,19
1448,1,70,44,57, 7,35,46,0.0,  T,29.03,29.76,10.2,26,12.1,2010-10-20,2010,10,20
1450,1,56,38,47,-3,30,40,0.0,0.00,29.25,29.96,9.4,30,10.0,2010-10-21,2010,10,21
1452,1,64,33,49,-1,31,42,0.0,0.02,29.34,30.07,5.8,21,6.5,2010-10-22,2010,10,22
